id,date,obs_type,obs_type_label,org_id,org_name,category,description,status
KRG-02827,2025-02-12,unsafe_condition,Небезопасное условие,org_012,"ТОО ""Серебряный Лотос""",Машины и оборудование,"1Д630/90 сорабының шығыс босату тоспасынан ұстамай, сұйықтық Е-1 босату сыймдылығына ағуда",resolved
KRG-02828,2025-07-04,unsafe_condition,Небезопасное условие,org_013,"ТОО ""Ясный Василёк""",Поддержание чистоты и порядка,Автокөлік жөндеу цехына жуылып тазаланбай кіргізілген,resolved
KRG-02829,2025-07-08,unsafe_condition,Небезопасное действие,org_014,"ТОО ""Алая Гвоздика""",Взрыво- и пожароопасность,Дәнекерлеу цехында дәнекерлеу жұмыстары кезінде өрт сөндіргіштер қойылмаған,resolved
KRG-02830,2025-02-05,unsafe_condition,Небезопасное условие,org_015,"ТОО ""Сакура Плюс""",Не указано,НОН-2 алаңында №12 сораптан судың ағуын байқадым,resolved
KRG-02831,2025-02-12,unsafe_condition,Небезопасное условие,org_016,"ТОО ""Южная Магнолия""",Проскальзывание / Спотыкание / Падение,"ТБҚ алаңында жаяужол (тротуар) қарлы, тағақ екенін байқадым",resolved
KRG-02832,2025-07-17,unsafe_condition,Небезопасное поведение,org_017,"ТОО ""Таёжный Жасмин""",Выполнение требований инструкций,Автокөліктің дөңгелегіне тіреуіш қойылмаған,resolved
KRG-02833,2025-07-17,unsafe_condition,Небезопасное поведение,org_018,"ТОО ""Полевая Незабудка""",Выполнение требований инструкций,Автокөліктің дөңгелегіне тіреуіш қойылмаған,resolved
KRG-02834,2025-07-04,unsafe_condition,Небезопасное условие,org_019,"ТОО ""Янтарная Хризантема""",Взрыво- и пожароопасность,Автокөлікке дәнекерлеу жұмыстарын жүргізген кезде қауіпсіздік шаралары қамтамасыз етілмген,resolved
KRG-02835,2025-07-09,unsafe_condition,Небезопасное действие,org_020,"ТОО ""Тихая Камелия""",СИЗ / Средства по обеспечению безопасности,"""Эр Ликед Мунай ТехГаз"" ЖШС мекемесінің жұмысшысы Жаппарбергенов Бекарыс Нақышұлы АНПЗ зауыт аумағында арнайы бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02836,2025-07-30,unsafe_condition,Небезопасное поведение,org_021,"ТОО ""Ночная Лаванда""",Перемещение грузов вручную,"Работник при перемещений тяжестей, а именной угольников не применяет рукавицу",resolved
KRG-02837,2025-07-30,unsafe_condition,Небезопасное действие,org_022,"ТОО ""Лесной Ландыш""",СИЗ / Средства по обеспечению безопасности,"""Kereku KZ"" ЖШС мекемесінің инженер-электригі Костенко Кирилл Игорьевич НПС ""Шманов"" аумағында арнайы бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02838,2025-07-30,unsafe_condition,Небезопасное условие,org_023,"ТОО ""Звёздный Амариллис""",СИЗ / Средства по обеспечению безопасности,"30 июля текущего года при посещении судна (контейнеровоза) Сункар, было выявлено, что у боцмана отсутствует лямка на защитной каске. Данный факт зафиксирован как небезопасное условие на рабочем месте, поскольку это увеличивает риск травмы или повреждения головы работника в случае происшествия. Необходимо представителям ETM обеспечить всех членов экипажей судов данными лямками на защитных касках для дальнейшей безопасной работы.",open
KRG-02839,2025-07-30,unsafe_condition,Небезопасное действие,org_024,"ТОО ""Каспийский Тюльпан""",Машины и оборудование,"Жүргізуші көлік құралын басқару кезінде, қауіпсіздік белдігін тақпаған",resolved
KRG-02840,2025-12-18,unsafe_condition,Опасный фактор,org_025,"ТОО ""Степная Роза""",Сварка / Шлифовка / Отжиг,Қайрақ станогында жұмыс жасау кезінде жұмысшы өзінің арнаулы көзілдірігін (очки) кимеген.,resolved
KRG-02841,2025-07-30,unsafe_condition,Небезопасное действие,org_026,"ТОО ""Голубая Гортензия""",Целостность объекта / Оборудования,"Вахталық поселкедегі киім жуатын орын (прачка) баратын жолдағы адам өтетін турникет айналмай тұр, қатып қалған, адам өте алмайды, көлік жүретін қақпадан өтуге тура келеді.",resolved
KRG-02842,2025-02-06,unsafe_condition,Небезопасное условие,org_027,"ТОО ""Рубиновый Мак""",Сварка / Шлифовка / Отжиг,Кормасс 11-ге ф426х12 құбырында ақау бар,resolved
KRG-02843,2025-02-08,unsafe_condition,Небезопасное условие,org_028,"ТОО ""Северный Нарцисс""",Машины и оборудование,Кормасс-10 мен Кормасс-13 аралығындағы ф530х12 құбырындағы Ду 100 Ру 25 2 дана тоспа жарамсыз,resolved
KRG-02844,2025-02-12,unsafe_condition,Небезопасное условие,org_029,"ТОО ""Имперская Орхидея""",Машины и оборудование,ТҚ-28 гребенка аумағындағы Ду 325 Ру 40 тоспа жарамсыз,resolved
KRG-02845,2025-07-29,safe_practice,Хорошая практика,org_030,"ТОО ""Весенний Крокус""",Знаки безопасности / Предупредительные таблички,"На объекте ЦТТ и СТ проводится утилизация старых транспортных средств компании заказчика,  разборка, прессовка с помощи гидравлического пресса, работники применяют защитные средства, разрешительный документации имеются, рабочее место ограждено",not_applicable
KRG-02846,2025-02-10,unsafe_condition,Небезопасное условие,org_031,"ТОО ""Изумрудный Папоротник""",Машины и оборудование,№4а торабында ф630х12 мм ілеспе су құбыр бойындағы Ду600 Ру40 тоспаның штурвалы сынғаны анықталды,resolved
KRG-02847,2025-02-12,unsafe_condition,Небезопасное условие,org_032,"ТОО ""Белоснежная Азалия""",Рабочее место / Эргономика,Унитаз астынан су ағып тұр,resolved
KRG-02848,2025-02-16,unsafe_condition,Небезопасное условие,org_033,"ТОО ""Алтын Бәйшешек""",Проскальзывание / Спотыкание / Падение,№8/9 торабында қызмет көрсету алаңшасының баспалдағы сынғаны анықталды,resolved
KRG-02849,2025-02-17,unsafe_condition,Небезопасное условие,org_034,"ТОО ""Көктем Гүлі""",Сварка / Шлифовка / Отжиг,МДжӨҚКБ-ның ТСТЦ-ның БГ-2 торабы мен БГ-3 торабы аралығы,resolved
KRG-02850,2025-07-21,safe_practice,Хорошая практика,org_035,"ТОО ""Жемчужная Фрезия""",Монтажные и грузоподъемные работы,Грузоподъемные работы,not_applicable
KRG-02851,2025-02-17,unsafe_condition,Небезопасное условие,org_036,"ТОО ""Лазурный Дельфиниум""",Электрооборудование,Технология теліміндегі ас бөлмесіндегі розеткасы сынған,resolved
KRG-02852,2025-02-20,unsafe_condition,Небезопасное условие,org_037,"ТОО ""Розовый Флокс""",Вождение,Цех аумағында Hilux автокөлігінің жылдамдық асырғанын байқадым,resolved
KRG-02853,2025-02-07,unsafe_condition,Небезопасное условие,org_038,"ТОО ""Сафлоровый Рассвет""",Знаки безопасности / Предупредительные таблички,Бақыланушыға жөндеу жұмысын бастамас бұрын  көлікке тіреу қою керек екендігі жөнінде ескертіліп түсіндірме жұмыстары жаслды,resolved
KRG-02854,2025-04-15,unsafe_condition,Небезопасное условие,org_039,"ТОО ""Медовая Астра""",Выполнение требований инструкций,"МГӨБ-4 ТҚ-103, скв №621. БЖБ №07 ЖАЖ бригадасының қабылдау шанасы талапқа сай емес, қабылдау шанасының тіреуіштері түгел емес, үстінде тұрған нкт, адам үстіне құлап кету қауіпі бар",open
KRG-02855,2025-07-30,safe_practice,Хорошая практика,org_040,"ТОО ""Тайный Бутон""",Знаки безопасности / Предупредительные таблички,"На объекте НПС Култумиев перед здании ЛПДС проводится реконструкция уборка парковочных мест для ТС, с применением спец техники. Работники выполняют работу безопасно, применяют средства индивидуальной защиты, при использовании спец техники назначен сигнальщик регулировщик, рабочее место ограждено.",not_applicable
KRG-02856,2025-04-15,unsafe_condition,Небезопасное условие,org_041,"ТОО ""Цветущий Миндаль""",Выполнение требований инструкций,"МГӨБ-4, ТҚ-121, скв-479 ұңғына жөндеу жұмыстарын жүргізіп жатқан БЖБ ЖАЖ №2 бригадасының, мәдени үйшікте орналасқан камерасы істен шыққан, ұсыныс беріп жасату",open
KRG-02857,2025-07-23,unsafe_condition,Опасный фактор,org_042,"ТОО ""Полевой Клевер""",Не указано,Егер бақылауға алынбағанда ф530х22мм құбырды монтаждау кезінде жүк ілдірушінің саусақпен қысып қалу қауіпі бар еді. іске жарамды темір арқаммен жұмысын жалғастырды,resolved
KRG-02858,2025-05-10,unsafe_condition,Небезопасное действие,org_043,"ТОО ""Огненная Георгина""",Выполнение требований инструкций,"Жүргізушіге асығыс іс қимылы үшін ауызша ескерту жасалып, алдағы уақыттарда еңбек қауіпсіздігін қатаң сақтау керек екендігі туралы  түсіндірме жүмысы жүргізілді",resolved
KRG-02859,2025-07-07,unsafe_condition,Небезопасное действие,org_044,"ТОО ""Сияющая Примула""",СИЗ / Средства по обеспечению безопасности,"""QANSAT ENERGY"" ЖШС-ң слесарь қызметкері Нурбаев Алмас Саматович зауыт аумағында арнайы аяқ киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02860,2025-07-25,unsafe_condition,Небезопасное действие,org_045,"ТОО ""Гармония Лилий""",СИЗ / Средства по обеспечению безопасности,"""ПроектСервис-2025"" ЖШС-ң қызметкері Ильясов Сакен Болатович зауыт аумағында арнайы бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02861,2025-07-23,unsafe_condition,Небезопасное действие,org_046,"ТОО ""Шёлковый Пион""",СИЗ / Средства по обеспечению безопасности,"""ИК КазНефтепроект"" ЖШС-ң геодезист қызметкері Кошербаев Султан Рашидулы зауыт аумағында арнайы бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02862,2025-04-15,unsafe_condition,Небезопасное условие,org_047,"ТОО ""Японская Сакура""",Выполнение требований инструкций,"БЖБ №1 бригадасы, МГӨБ-4, ТҚ-30, ұңғы-5588. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02863,2025-07-30,unsafe_condition,Небезопасное условие,org_048,"ТОО ""Лунная Орхидея""",Машины и оборудование,"Во время пересменки и принятия мобильного транспорта, выявлено что на ТС задние сигнальные световые фары не в рабочем состоянии, которое может привести к дорожа транспортным происшествию",resolved
KRG-02864,2025-07-26,unsafe_condition,Небезопасное действие,org_049,"ТОО ""Садовый Гиацинт""",СИЗ / Средства по обеспечению безопасности,"""AVC Production"" ЖШС-ң қоймашы қызметкері Шарапиев Нурхан Милятович зауыт аумағында арнайы қорғаныш қызмет аяқ  киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02865,2025-04-17,unsafe_condition,Небезопасное условие,org_050,"ТОО ""Белый Лотос KZ""",Выполнение требований инструкций,"БЖБ №3 бригадасы, МГӨБ-4, ТҚ-30, ұңғы-5556. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02866,2025-04-17,unsafe_condition,Небезопасное условие,org_051,"ТОО ""Ароматный Мирт""",Выполнение требований инструкций,"БЖБ №5 бригадасы, МГӨБ-4, ТҚ-100, ұңғы-179. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02867,2025-07-28,unsafe_condition,Небезопасное действие,org_052,"ТОО ""Цветочный Бриз""",СИЗ / Средства по обеспечению безопасности,"""AVC Production"" ЖШС-ң стропальщик қызметкері Шыныбеков Райымбек зауыт аумағында арнайы қорғаныш бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02868,2025-07-18,unsafe_condition,Небезопасное действие,org_053,"ТОО ""Небесная Камелия""",СИЗ / Средства по обеспечению безопасности,"""Эко Пром KZ"" ЖШС-ң жүргізушісі Притуляк Иван Владимирович зауыт аумағына ұялы телефонмен кіргені анықталып ескерту жасалған.",resolved
KRG-02869,2025-04-09,unsafe_condition,Небезопасное условие,org_054,"ТОО ""Степной Шалфей""",Выполнение требований инструкций,"БЖБ №10 бригадасы, МГӨБ-4, ТҚ-121, ұңғы-656. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02870,2025-03-03,unsafe_condition,Небезопасное условие,org_055,"ТОО ""Грация Гортензии""",Электрооборудование,"ПТБ 10/64 №7,8 пештерінің жарық шамдары жанбай тұр",resolved
KRG-02871,2025-07-18,unsafe_condition,Небезопасное действие,org_056,"ТОО ""Пудровая Роза""",СИЗ / Средства по обеспечению безопасности,"""Инж.фирма MG Engineering"" ЖШС-ң маман қызметкері Садиев Сабит Бисембаевич зауыт аумағында арнайы қорғаныш бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02872,2025-04-09,unsafe_condition,Небезопасное условие,org_057,"ТОО ""Золотой Подсолнух""",Выполнение требований инструкций,"БЖБ №14 бригадасы, МГӨБ-4, ТҚ-40, ұңғы-5104. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02873,2025-03-11,unsafe_condition,Небезопасное условие,org_058,"ТОО ""Кристальный Ирис""",Машины и оборудование,Тауар паркінің сораптар алаңының №2 сорабында бөгде дауысы бар,resolved
KRG-02874,2025-03-17,unsafe_condition,Небезопасное условие,org_059,"ТОО ""Лепесток Удачи""",Машины и оборудование,ССС теліміндегі №3 сорабының кірісінің флянеціндегі паранит жыртылған,resolved
KRG-02875,2025-07-03,safe_practice,Хорошая практика,org_060,"ТОО ""Рассветная Лаванда""",Рабочее место / Эргономика,жарык шамдары жоқ,not_applicable
KRG-02876,2025-07-18,unsafe_condition,Небезопасное действие,org_061,"ТОО ""Цветущий Олеандр""",СИЗ / Средства по обеспечению безопасности,"""AVC Production"" ЖШС-ң маман қызметкері Рукаиншинков Деннис Андреевич зауыт аумағында арнайы қорғаныш аяқ киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02877,2025-03-06,unsafe_condition,Небезопасное условие,org_062,"ТОО ""Весенний Букет""",Машины и оборудование,КТ-200 алаңындағы №118 тоспадан май ағып тұр,resolved
KRG-02878,2025-03-12,unsafe_condition,Небезопасное условие,org_063,"ТОО ""Флора Капитал""",Машины и оборудование,НОН-2 алаңындағы №1 сорабының манометірі мерзімі өтіп кеткен,resolved
KRG-02879,2025-07-08,unsafe_condition,Небезопасное действие,org_064,"ТОО ""Бархатный Тюльпан""",СИЗ / Средства по обеспечению безопасности,"""АМӨЗ"" ПКиСУ ЖШС-ң операторы Рахимов Рахымжан Русланұлы зауыт аумағында  арнайы қорғаныш аяқ киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02880,2025-03-17,unsafe_condition,Небезопасное условие,org_001,"ТОО ""Алый Тюльпан""",Вождение,№2 МСАААЦ аумағында мердігер мекемелерден келген Тойота №371 авто көлігі цех аумағындағы жүрген жылдамдығын сақтамаған,resolved
KRG-02881,2025-07-11,unsafe_condition,Небезопасное действие,org_002,"ТОО ""Белая Роза""",СИЗ / Средства по обеспечению безопасности,"""АМӨЗ"" ПКиСУ ЖШС-ң электромонтеры Далашев Артур Жумабайулы зауыт аумағында ұялы телефонмен жүргені анықталып, телефоны арнайы жәшікке тапсырылып, ескерту жасалған.",resolved
KRG-02882,2025-07-06,unsafe_condition,Небезопасное действие,org_003,"ТОО ""Золотая Лилия""",СИЗ / Средства по обеспечению безопасности,"""Noble Capital Group"" ЖШС-ң мастер маман қызметкері Панашев Шынгыс Магауиевич зауыт аумағында арнайы қорғаныш аяқ киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02883,2025-07-02,unsafe_condition,Небезопасное действие,org_004,"ТОО ""Лавандовый Рассвет""",СИЗ / Средства по обеспечению безопасности,"""BM INFINITY"" ЖШС-ң жүргізушісі Санатов Талгат Исламович зауыт аумағында арнайы қорғаныш бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02884,2025-03-03,unsafe_condition,Небезопасное условие,org_005,"ТОО ""Синяя Орхидея""",Трубопроводы / Подземные коммуникации,"ТҚ-9-ға ф325х12 құбыр тарту, иінмен жұмыс барысында қауіптілік бар",resolved
KRG-02885,2025-04-09,unsafe_condition,Небезопасное условие,org_006,"ТОО ""Пурпурный Ирис""",Выполнение требований инструкций,"БЖБ КРС №1 бригадасы, МГӨБ-4, ТҚ-103, ұңғы-441. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02886,2025-03-07,unsafe_condition,Небезопасное условие,org_007,"ТОО ""Нежная Фиалка""",Машины и оборудование,Кормасс 2-ге 100х40 тоспалар орнату барысында қауіпті факторлар бар,resolved
KRG-02887,2025-04-09,unsafe_condition,Небезопасное условие,org_008,"ТОО ""Солнечный Подсолнух""",Выполнение требований инструкций,"БЖБ КРС №1 бригадасы, МГӨБ-4, ТҚ-103, ұңғы-441. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02888,2025-07-19,unsafe_condition,Небезопасное действие,org_009,"ТОО ""Весенний Пион""",СИЗ / Средства по обеспечению безопасности,"""АМӨЗ"" ЖШС-ң жұмысшысы Хасанов Азат Ғабдулманұлы зауыт аумағында арнайы қорғаныш аяқ киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02889,2025-03-12,unsafe_condition,Небезопасное условие,org_010,"ТОО ""Горная Эдельвейс""",Машины и оборудование,Кормасс 13 ке 300х40 тоспа орнату барысында қауіпті факторлар бар,resolved
KRG-02890,2025-07-21,unsafe_condition,Небезопасное действие,org_011,"ТОО ""Дикая Ромашка""",СИЗ / Средства по обеспечению безопасности,"""АМӨЗ"" ЖШС-ң слесарь жұмысшысы Баркымбаев Болат Куракбаевич зауыт аумағында арнайы қорғаныш бас киімінсіз жүргені анықталып ескерту жасалған.",resolved
KRG-02891,2025-03-19,unsafe_condition,Небезопасное условие,org_012,"ТОО ""Серебряный Лотос""",Электрооборудование,№3 РВС жарық нашар,resolved
KRG-02892,2025-07-04,unsafe_condition,Опасный фактор,org_013,"ТОО ""Ясный Василёк""",Рабочее место / Эргономика,контур заземление тозған,resolved
KRG-02893,2025-07-20,safe_practice,Хорошая практика,org_014,"ТОО ""Алая Гвоздика""",Вождение,Выезд специальной техники проверка стеклоочистителя,not_applicable
KRG-02894,2025-07-10,unsafe_condition,Небезопасное условие,org_015,"ТОО ""Сакура Плюс""",Аварийное реагирование / Готовность к ЧС,РМЦ өрт қалқанының ұнтақты өрт сөндіргішінің қысымы түскен,resolved
KRG-02895,2025-03-19,unsafe_condition,Небезопасное условие,org_016,"ТОО ""Южная Магнолия""",Электрооборудование,"Н-7 сораптар алаңындағы №7/2 сорабының эл.двигательдің қорғау қақпағының болттары босап түсіп қалған, тоқ соғу қауіпі бар",resolved
KRG-02896,2025-03-19,unsafe_condition,Небезопасное условие,org_017,"ТОО ""Таёжный Жасмин""",Машины и оборудование,Дәнекерлеу агрегатының сүйрегіші (дышла) бұрылмай тұр,resolved
KRG-02897,2025-07-30,unsafe_condition,Небезопасное действие,org_018,"ТОО ""Полевая Незабудка""",СИЗ / Средства по обеспечению безопасности,"""КазСтройИнжиниринг"" мердігерлік ЖШС-ң жүргізушісі Сейдегалиев Аман қорғаныс белдігін тақпай автокөлік жүргізгені анықталып, ескерту жасалды.",resolved
KRG-02898,2025-07-18,unsafe_condition,Небезопасное поведение,org_019,"ТОО ""Янтарная Хризантема""",Работы на высоте / Строительные леса,"№8128 ұңғы тербелмелі қондырғы жылтырақ шыбық қанатын ауыстыру уақытында, оператор сақтандыру белдігін тақпаған.",resolved
KRG-02899,2025-03-07,unsafe_condition,Небезопасное условие,org_020,"ТОО ""Тихая Камелия""",Трубопроводы / Подземные коммуникации,Жаңа салынып жатқан құбырдың бойында өткелі жоқ,resolved
KRG-02900,2025-07-30,unsafe_condition,Небезопасное действие,org_021,"ТОО ""Ночная Лаванда""",СИЗ / Средства по обеспечению безопасности,"""Жалынды құрылыс"" мердігерлік ЖШС-ң жұмысшысы Есболов Ризабек жұмыс орнында арнайы қорғаныш көзілдірігінсіз және арнайы каскасыз жүргені анықталып, ескерту жасалды.",resolved
KRG-02901,2025-03-12,unsafe_condition,Небезопасное условие,org_022,"ТОО ""Лесной Ландыш""",Трубопроводы / Подземные коммуникации,Ілеспе су құбыр үстімен өтетін арнайы өткел жоқ,resolved
KRG-02902,2025-07-15,unsafe_condition,Небезопасное действие,org_023,"ТОО ""Звёздный Амариллис""",Знаки безопасности / Предупредительные таблички,"ЦНС  105/198 сорғысының қозғалтқыш белдігін ауыстыру уақытында, ""қоспаңыз, адамдар жұмыс жасауда"" тақтайшасы ілінбеген",resolved
KRG-02903,2025-03-24,unsafe_condition,Небезопасное условие,org_024,"ТОО ""Каспийский Тюльпан""",Рабочее место / Эргономика,"БГ-4 төмпешіктері көрінбей қалған, қоршаулары сынған, айналасы қоқыстар бар",resolved
KRG-02904,2025-07-30,unsafe_condition,Небезопасное действие,org_025,"ТОО ""Степная Роза""",СИЗ / Средства по обеспечению безопасности,"""КазСтройИнжиниринг"" мердігерлік ЖШС-ң жұмысшысы Жарылғапов Данияр обьекті ішінде арнайы каскасыз жүргені анықталып, ескерту жасалды.",resolved
KRG-02905,2025-03-20,unsafe_condition,Небезопасное условие,org_026,"ТОО ""Голубая Гортензия""",Проскальзывание / Спотыкание / Падение,Шұңқырқа құлау қауіпі бар,resolved
KRG-02906,2025-07-30,unsafe_condition,Небезопасное поведение,org_027,"ТОО ""Рубиновый Мак""",Целостность объекта / Оборудования,"ГЗУ-34 птв, скв 360 сағасындағы келте құбырлары тозған, тесіліп қоршаған ортаны бүлдіру қауіпі бар, толық сағасындағы келте құбырларын ауыстыру керек.",resolved
KRG-02907,2025-07-18,unsafe_condition,Опасный фактор,org_028,"ТОО ""Северный Нарцисс""",Электрооборудование,Жұмыс аяғында электр чайниктерді тоқ көзінен айырмаған,resolved
KRG-02908,2025-05-12,unsafe_condition,Небезопасное условие,org_029,"ТОО ""Имперская Орхидея""",Выполнение требований инструкций,"БЖБ ПРС №11 бригадасы, МГӨБ-3, ТҚ-80, ұңғы-7502. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02909,2025-05-12,unsafe_condition,Небезопасное условие,org_030,"ТОО ""Весенний Крокус""",Выполнение требований инструкций,"БЖБ ПРС №12 бригадасы, МГӨБ-3, ТҚ-62, ұңғы-7608. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02910,2025-07-19,unsafe_condition,Небезопасное поведение,org_031,"ТОО ""Изумрудный Папоротник""",Поддержание чистоты и порядка,Ағымдағы жөндеу жұмыстары кезінде №4710 ұңғысы мұнай-су бұрқағы болып ұңғы айналасы маймен ластанған.,resolved
KRG-02911,2025-05-12,unsafe_condition,Небезопасное условие,org_032,"ТОО ""Белоснежная Азалия""",Выполнение требований инструкций,"БЖБ ПРС №13 бригадасы, МГӨБ-4, ПС-4, ұңғы-4452. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02912,2025-05-12,unsafe_condition,Небезопасное условие,org_033,"ТОО ""Алтын Бәйшешек""",Выполнение требований инструкций,"БЖБ ПРС №15 бригадасы, МГӨБ-3, ТҚ-8, ұңғы-486. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02913,2025-07-16,unsafe_condition,Небезопасное действие,org_034,"ТОО ""Көктем Гүлі""",Сварка / Шлифовка / Отжиг,ГУ-2 №1 және №2 сораптарды дәнекерлеу уақытында САГ арнайы техникасы өрт сөндіргішпен қамтамасыздалмаған күйде дәнкерелеу жұмыстарын жүргізді,resolved
KRG-02914,2025-05-12,unsafe_condition,Небезопасное условие,org_035,"ТОО ""Жемчужная Фрезия""",Выполнение требований инструкций,"БЖБ ПРС №16 бригадасы, МГӨБ-1, ТҚ-90, ұңғы-5056. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02915,2025-05-13,unsafe_condition,Небезопасное условие,org_036,"ТОО ""Лазурный Дельфиниум""",Выполнение требований инструкций,"БЖБ ПРС №19 бригадасы, МГӨБ-3, ТҚ-93, ұңғы-7393. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02916,2025-07-30,unsafe_condition,Небезопасное поведение,org_037,"ТОО ""Розовый Флокс""",Работы в замкнутом пространстве,Нет данных,resolved
KRG-02917,2025-07-31,unsafe_condition,Небезопасное действие,org_038,"ТОО ""Сафлоровый Рассвет""",Поддержание чистоты и порядка,Говорил помыть машину,resolved
KRG-02918,2025-07-31,unsafe_condition,Небезопасное условие,org_039,"ТОО ""Медовая Астра""",Опасные вещества/сероводород,"Настоящим сообщаю, что на рабочем месте имеются небезопасные условия труда, а также отсутствует выплата компенсации за работу во вредных условиях.",resolved
KRG-02919,2025-07-30,unsafe_condition,Небезопасное условие,org_040,"ТОО ""Тайный Бутон""",Ионизирующее излучение,Поставить на датчика давление заземление,resolved
KRG-02920,2025-07-31,safe_practice,Предложение (инициатива),org_041,"ТОО ""Цветущий Миндаль""",Санитарно-бытовые помещения,Каламкас кен орында жатаханаларда орналаскан кондиционерден аккан суды шланга аркылы талга жіберу,not_applicable
KRG-02921,2025-04-03,unsafe_condition,Небезопасное условие,org_042,"ТОО ""Полевой Клевер""",Электрооборудование,Технология паркі сораптар станциясы №1 сораптың двигателінен бөгде дауыс шығып тұр,resolved
KRG-02922,2025-04-11,unsafe_condition,Небезопасное условие,org_043,"ТОО ""Огненная Георгина""",Машины и оборудование,УДО-200 НБ-125 сорабының защитный корпусы босап кеткен,resolved
KRG-02923,2025-07-31,safe_practice,Хорошая практика,org_044,"ТОО ""Сияющая Примула""",Не указано,Замечание нет,not_applicable
KRG-02924,2025-04-22,unsafe_condition,Небезопасное условие,org_045,"ТОО ""Гармония Лилий""",Электрооборудование,КУУН операторский бөлмесінің розеткасы сынып тұр,resolved
KRG-02925,2025-04-08,unsafe_condition,Небезопасное условие,org_046,"ТОО ""Шёлковый Пион""",Трубопроводы / Подземные коммуникации,Кормасс-3 пен Кормасс-6 ф530х12 құбырына жапсырма салу,resolved
KRG-02926,2025-05-13,unsafe_condition,Небезопасное условие,org_047,"ТОО ""Японская Сакура""",Выполнение требований инструкций,"БЖБ ПРС №20 бригадасы, МГӨБ-1, ШСС-1, ұңғы-1458. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02927,2025-05-13,unsafe_condition,Небезопасное условие,org_048,"ТОО ""Лунная Орхидея""",Выполнение требований инструкций,"БЖБ КРС №04 бригадасы, ТҚ-8, ұңғы-3138. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02928,2025-06-24,unsafe_condition,Небезопасное условие,org_049,"ТОО ""Садовый Гиацинт""",Выполнение требований инструкций,"БЖБ ПРС №6 бригадасы, МГӨБ-1, ТҚ-91, ұңғы-9488. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
